"name: LYS1125mon, distance: 8830.0393762842, start time: 2024-11-25T05:57:37.173Z, duration: 14409.5519998073",time,latitude,longitude,alt,speed,course,horiz_acc,vert_acc,rel_alt
,2024-11-25T06:28:54.154Z,37.5495953596,127.0740349653,22.9697265731,0.0358886718,-,11.875,1.5,-57.0572510031
,2024-11-25T06:28:55.154Z,37.5495796854,127.0740437663,22.9696960556,0.9907379152,-,11.9375,1.4375,-56.956848171
,2024-11-25T06:28:56.154Z,37.5495746982,127.0740460294,22.9696960556,0.7860870363,-,12.0625,1.4375,-56.9938354757
,2024-11-25T06:28:57.154Z,37.54957386,127.0740453589,22.9696960556,0.4188232422,-,12.125,1.4375,-56.9938354757
,2024-11-25T06:28:58.154Z,37.5495740695,127.0740440178,22.9696960556,0.1820831299,-,12.25,1.4375,-56.9779663351
,2024-11-25T06:28:59.153Z,37.5495742791,127.0740423414,22.9696960556,0.1075592041,-,12.375,1.5,-56.9779663351
,2024-11-25T06:29:00.153Z,37.5495982932,127.0740331213,22.9696960556,1.3992614749,-,12.375,1.5,-57.0889587668
,2024-11-25T06:29:01.153Z,37.5496051664,127.0740297686,22.9697265731,1.102371216,-,12.3125,1.5,-56.9356994894
,2024-11-25T06:29:02.153Z,37.5496060884,127.074029098,22.9697265731,0.5887298585,-,12.25,1.5625,-56.9198608663
,2024-11-25T06:29:03.154Z,37.5496053759,127.0740293495,22.9697265731,0.2424163818,-,12.1875,1.5625,-56.9938354757
,2024-11-25T06:29:04.153Z,37.5496046635,127.0740297686,22.9697570907,0.0739898681,-,12.125,1.5625,-56.9779663351
,2024-11-25T06:29:05.153Z,37.5495967845,127.0740258291,22.9697570907,0.4577484131,-,12.0,1.5,-57.0466614035
,2024-11-25T06:29:06.154Z,37.549594689,127.0740266672,22.9697570907,0.3269500733,-,12.0,1.5625,-57.0519714621
,2024-11-25T06:29:07.154Z,37.5495945633,127.0740283436,22.9697570907,0.1667938232,-,11.9375,1.5625,-56.9039917257
,2024-11-25T06:29:08.154Z,37.5495950662,127.0740310258,22.9697570907,0.1555938721,-,11.875,1.5625,-57.0942383078
,2024-11-25T06:29:09.154Z,37.5495953596,127.0740321993,22.9697570907,0.1234741211,-,11.8125,1.5625,-56.967407253
,2024-11-25T06:29:10.153Z,37.5495956948,127.0740329537,22.9697265731,0.0936431884,-,11.75,1.5625,-57.0995178488
,2024-11-25T06:29:11.154Z,37.5495957787,127.074033289,22.9697265731,0.0600585937,-,11.75,1.625,-57.0043945577
,2024-11-25T06:29:12.154Z,37.5496084772,127.0740301876,22.9697265731,0.7479248048,-,11.6875,1.5625,-56.9885559347
,2024-11-25T06:29:13.154Z,37.5496119976,127.0740293495,22.9697570907,0.5636444093,-,11.5625,1.5625,-57.0149841574
,2024-11-25T06:29:14.153Z,37.5496123748,127.0740294333,22.9697570907,0.2922668457,-,11.5,1.5625,-56.9251404073
,2024-11-25T06:29:15.154Z,37.5496119976,127.074029098,22.9697570907,0.1177520752,-,11.5,1.5625,-57.0043945577
,2024-11-25T06:29:16.154Z,37.5496115785,127.0740289304,22.9697570907,0.0373077392,-,11.4375,1.5625,-57.0730896261
,2024-11-25T06:29:17.154Z,37.5495913782,127.0740370608,22.9697265731,1.2143402102,-,11.4375,1.5,-56.9356994894
,2024-11-25T06:29:18.154Z,37.5495853851,127.0740391563,22.9697265731,0.9479675295,-,11.5625,1.5,-56.967407253
,2024-11-25T06:29:19.153Z,37.5495844631,127.0740384857,22.9697265731,0.5000305176,-,11.6875,1.5,-56.9145508077
,2024-11-25T06:29:20.154Z,37.5495848822,127.0740374799,22.9697265731,0.2090148926,-,11.75,1.5625,-56.9356994894
,2024-11-25T06:29:21.153Z,37.5495853851,127.074036055,22.9697265731,0.0945129394,-,11.875,1.5625,-56.9832763937
,2024-11-25T06:29:22.154Z,37.5495855946,127.0740346301,22.9697265731,0.0989685058,-,11.875,1.5,-56.882843044
,2024-11-25T06:29:23.154Z,37.5495850917,127.0740395754,22.9697265731,0.1816711426,-,12.0625,1.5,-57.0255432394
,2024-11-25T06:29:24.154Z,37.549584966,127.0740417547,22.9696960556,0.1895294189,-,12.1875,1.5,-57.1153869894
,2024-11-25T06:29:25.154Z,37.5495850917,127.0740428443,22.9696960556,0.1392974853,-,12.375,1.4375,-56.95156863
,2024-11-25T06:29:26.153Z,37.5495851755,127.0740427605,22.9696960556,0.0656280517,-,12.5,1.4375,-57.3637390403
,2024-11-25T06:29:27.153Z,37.5495853851,127.0740437663,22.9696960556,0.0746154785,-,12.625,1.5,-57.1893615988
,2024-11-25T06:29:28.154Z,37.5496155599,127.07403002,22.9697265731,1.8158416752,-,12.375,1.4375,-57.0466614035
,2024-11-25T06:29:29.154Z,37.5496236904,127.0740274216,22.9697265731,1.3481750491,-,12.125,1.5,-56.956848171
,2024-11-25T06:29:30.154Z,37.5496243609,127.0740280922,22.9697265731,0.6770629884,-,12.0,1.5,-57.1312256125
,2024-11-25T06:29:31.153Z,37.5496234808,127.0740286789,22.9697570907,0.264251709,-,11.75,1.5,-57.0202636984
,2024-11-25T06:29:32.154Z,37.5496226846,127.0740295171,22.9697570907,0.0776824951,-,11.5625,1.5625,-57.0889587668
,2024-11-25T06:29:33.154Z,37.5496222655,127.0740289304,22.9697570907,0.0218963623,-,11.375,1.5625,-57.0466614035
,2024-11-25T06:29:34.153Z,37.5496220978,127.0740280922,22.9697570907,0.052444458,-,11.375,1.5625,-56.9726867941
,2024-11-25T06:29:35.154Z,37.5496219721,127.0740277569,22.9697570907,0.0364379882,-,11.375,1.5625,-56.9726867941
,2024-11-25T06:29:36.154Z,37.5496183679,127.0740289304,22.9697570907,0.215637207,-,11.375,1.5,-57.1682129172
,2024-11-25T06:29:37.154Z,37.5496173621,127.0740278407,22.9697570907,0.1640625,-,11.4375,1.5,-56.956848171
,2024-11-25T06:29:38.154Z,37.5496172782,127.0740274216,22.9697570907,0.0892181396,-,11.4375,1.5,-56.95156863
,2024-11-25T06:29:39.154Z,37.5496171944,127.0740214705,22.9697570907,0.294921875,-,11.5,1.5,-57.1259460715
,2024-11-25T06:29:40.154Z,37.5496170687,127.0740155193,22.9697876083,0.4109954834,-,11.5625,1.5625,-57.7389526636
,2024-11-25T06:29:41.153Z,37.5496101955,127.0740113284,22.9697876083,0.5658416749,-,11.6875,1.5,-57.1470947531
,2024-11-25T06:29:42.154Z,37.5496079743,127.0740074727,22.9698181259,0.4893493653,-,11.75,1.5,-56.962127712
,2024-11-25T06:29:43.154Z,37.5496074714,127.0740029465,22.9698486435,0.4251098633,-,11.8125,1.5625,-56.9726867941
,2024-11-25T06:29:44.153Z,37.5496073876,127.0739979173,22.9698486435,0.4202423096,-,11.9375,1.5625,-57.0519714621
,2024-11-25T06:29:45.153Z,37.5496073876,127.0739939778,22.969879161,0.3869018555,-,12.125,1.5,-56.787719753
,2024-11-25T06:29:46.154Z,37.5496018974,127.07397998,22.9699096786,0.8845214845,-,12.125,1.5,-57.0149841574
,2024-11-25T06:29:47.154Z,37.5496001792,127.073974448,22.9699401962,0.6994781495,-,12.1875,1.5,-56.9145508077
,2024-11-25T06:29:48.154Z,37.5495998858,127.0739722687,22.9699707138,0.4378051758,-,12.25,1.5,-56.8934326436
,2024-11-25T06:29:49.153Z,37.5495999696,127.0739713467,22.9699707138,0.2524108887,-,12.25,1.5625,-57.0466614035
,2024-11-25T06:29:50.153Z,37.549600263,127.0739739451,22.9700012313,0.0145568847,-,12.3125,1.5625,-57.0572510031
,2024-11-25T06:29:51.154Z,37.5496225588,127.0739947322,22.9699401962,1.580032349,-,12.3125,1.4375,-56.9304199483
,2024-11-25T06:29:52.154Z,37.5496292644,127.074003617,22.9699096786,1.3167419436,-,12.25,1.4375,-57.0149841574
,2024-11-25T06:29:53.154Z,37.5496300606,127.0740075565,22.969879161,0.7935943605,-,12.1875,1.4375,-56.867004421
,2024-11-25T06:29:54.154Z,37.5496293901,127.0740132562,22.9698486435,0.5900115968,-,12.125,1.4375,-56.967407253
,2024-11-25T06:29:55.153Z,37.5496285938,127.0740187883,22.9698486435,0.5171813966,-,12.0625,1.4375,-56.967407253
,2024-11-25T06:29:56.153Z,37.5496167753,127.074015184,22.9698181259,0.6604003907,-,12.0,1.4375,-56.9409790304
,2024-11-25T06:29:57.153Z,37.5496131711,127.0740149326,22.9698181259,0.5197143555,-,11.9375,1.4375,-57.0043945577
,2024-11-25T06:29:58.153Z,37.5496128777,127.074015687,22.9698181259,0.274230957,-,11.875,1.5,-56.877563503
,2024-11-25T06:29:59.154Z,37.5496131711,127.0740164413,22.9698181259,0.122680664,-,11.8125,1.5,-56.867004421
,2024-11-25T06:30:00.153Z,37.5496135902,127.0740160222,22.9698181259,0.0346527099,-,11.8125,1.5,-56.95156863
,2024-11-25T06:30:01.153Z,37.5495959882,127.074019375,22.9697876083,1.0397949221,-,11.8125,1.5625,-56.6979065205
,2024-11-25T06:30:02.154Z,37.5495906657,127.074018453,22.9697876083,0.8055419923,-,11.8125,1.5625,-56.8088684346
,2024-11-25T06:30:03.154Z,37.5495898694,127.0740171957,22.9697876083,0.4326629639,-,11.8125,1.5625,-56.8458557393
,2024-11-25T06:30:04.153Z,37.5495901628,127.0740153517,22.9698181259,0.2183380127,-,11.875,1.5625,-56.9039917257
,2024-11-25T06:30:05.154Z,37.5495906657,127.0740144297,22.9698181259,0.1116790771,-,11.9375,1.5625,-56.8300171163
,2024-11-25T06:30:06.154Z,37.5495898694,127.0740090653,22.9698181259,0.3026123047,-,11.9375,1.5,-56.7454529072
,2024-11-25T06:30:07.153Z,37.5495897856,127.0740088976,22.9698181259,0.155883789,-,11.9375,1.5,-56.8405761983
,2024-11-25T06:30:08.153Z,37.5495899951,127.0740098196,22.9698181259,0.0259399414,-,11.9375,1.5,-56.9991150167
,2024-11-25T06:30:09.153Z,37.5495899951,127.0740093167,22.9698181259,0.0373840332,-,11.9375,1.5,-56.872283962
,2024-11-25T06:30:10.154Z,37.5495901628,127.0740111607,22.9698181259,0.0652618408,-,11.9375,1.5625,-56.8088684346
,2024-11-25T06:30:11.154Z,37.5495941861,127.0740187883,22.9698181259,0.4464569092,-,12.0625,1.5,-56.9409790304
,2024-11-25T06:30:12.153Z,37.5495955691,127.0740222248,22.9697876083,0.3940734864,-,12.25,1.5625,-56.8194275166
,2024-11-25T06:30:13.154Z,37.5495958625,127.0740235659,22.9697876083,0.2516937256,-,12.3125,1.5,-56.7983093526
,2024-11-25T06:30:14.153Z,37.5495958625,127.0740250747,22.9697876083,0.1871643066,-,12.4375,1.5625,-56.8300171163
,2024-11-25T06:30:15.154Z,37.5495959882,127.0740267511,22.9697876083,0.1670074463,-,12.6875,1.5625,-56.8405761983
,2024-11-25T06:30:16.153Z,37.5496001792,127.0740258291,22.9697570907,0.2577819824,-,12.5,1.5,-56.8141479756
,2024-11-25T06:30:17.153Z,37.5496014783,127.0740256614,22.9697570907,0.1934051514,-,12.375,1.4375,-56.882843044
,2024-11-25T06:30:18.154Z,37.5496016879,127.0740266672,22.9697570907,0.1164398193,-,12.1875,1.5,-56.7983093526
,2024-11-25T06:30:19.153Z,37.5496014783,127.0740274216,22.9697570907,0.0740203857,-,11.9375,1.5,-56.8564453389
,2024-11-25T06:30:20.154Z,37.5496013945,127.0740270863,22.9697570907,0.0196685791,-,11.75,1.4375,-56.8881531026
,2024-11-25T06:30:21.153Z,37.549590079,127.0740229792,22.9697570907,0.6713867189,-,11.8125,1.4375,-56.8405761983
,2024-11-25T06:30:22.153Z,37.5495866843,127.0740223925,22.9697570907,0.521636963,-,11.9375,1.4375,-56.877563503
,2024-11-25T06:30:23.154Z,37.5495862652,127.0740226439,22.9697876083,0.2752685547,-,11.9375,1.4375,-56.867004421
,2024-11-25T06:30:24.154Z,37.5495867681,127.074023985,22.9697876083,0.1108245849,-,12.125,1.4375,-56.9092712667
,2024-11-25T06:30:25.154Z,37.549587271,127.0740248232,22.9697570907,0.0623321533,-,12.125,1.4375,-56.9251404073
,2024-11-25T06:30:26.153Z,37.5495889893,127.0740288465,22.9697570907,0.2274627686,-,12.125,1.4375,-56.8881531026
,2024-11-25T06:30:27.153Z,37.5495893665,127.0740297686,22.9697570907,0.1549224853,-,12.0625,1.5,-56.8458557393
,2024-11-25T06:30:28.153Z,37.5495894922,127.0740298524,22.9697570907,0.0848083496,-,11.9375,1.5,-56.8458557393
,2024-11-25T06:30:29.154Z,37.5495894922,127.07403002,22.9697570907,0.0458068847,-,11.9375,1.5,-56.9198608663
,2024-11-25T06:30:30.154Z,37.549589576,127.0740310258,22.9697570907,0.0680389404,-,11.8125,1.5625,-56.7824402119
,2024-11-25T06:30:31.153Z,37.5495790987,127.0740389886,22.9697265731,0.7170715333,-,11.9375,1.5,-56.8881531026
,2024-11-25T06:30:32.153Z,37.5495757878,127.074041587,22.9697265731,0.5716857911,-,12.0625,1.5,-56.867004421
,2024-11-25T06:30:33.153Z,37.5495755783,127.0740430958,22.9696960556,0.3302154541,-,12.125,1.5,-56.8300171163
,2024-11-25T06:30:34.154Z,37.5495760812,127.0740437663,22.9696960556,0.1663818359,-,12.25,1.5625,-56.7031860615
,2024-11-25T06:30:35.153Z,37.5495762907,127.0740427605,22.9696960556,0.0403289795,-,12.3125,1.5625,-56.9251404073
,2024-11-25T06:30:36.154Z,37.5496029871,127.0740231468,22.9697265731,1.7421875004,-,12.25,1.5,-56.8405761983
,2024-11-25T06:30:37.153Z,37.5496101955,127.0740132562,22.9697570907,1.4343109134,-,12.125,1.5,-56.787719753
,2024-11-25T06:30:38.153Z,37.5496108661,127.074011496,22.9697876083,0.7720184327,-,11.9375,1.5,-56.8564453389
,2024-11-25T06:30:39.153Z,37.5496102793,127.0740140944,22.9697876083,0.2727966309,-,11.875,1.5625,-56.867004421
,2024-11-25T06:30:40.153Z,37.5496095669,127.0740161899,22.9698181259,0.0850219726,-,11.625,1.5625,-56.8511352803
,2024-11-25T06:30:41.153Z,37.5495929707,127.0740180339,22.9697876083,0.9309692384,-,11.625,1.5,-56.9039917257
,2024-11-25T06:30:42.153Z,37.5495883607,127.0740200455,22.9697876083,0.7198638917,-,11.5625,1.5,-56.7560119893
,2024-11-25T06:30:43.154Z,37.5495879835,127.0740214705,22.9697876083,0.3841705323,-,11.5625,1.5,-56.7348938252
,2024-11-25T06:30:44.154Z,37.5495884864,127.0740219734,22.9697876083,0.166885376,-,11.5,1.5,-56.9409790304
,2024-11-25T06:30:45.153Z,37.5495890731,127.0740225601,22.9697876083,0.0766448974,-,11.5,1.5,-56.8881531026
,2024-11-25T06:30:46.153Z,37.5496004725,127.0740237336,22.9697876083,0.6502685548,-,11.5,1.4375,-56.7507324483
,2024-11-25T06:30:47.154Z,37.5496036996,127.074023063,22.9697876083,0.4951324464,-,11.5,1.4375,-56.7613220479
,2024-11-25T06:30:48.153Z,37.5496039929,127.0740214705,22.9697876083,0.2621307373,-,11.5,1.4375,-56.7613220479
,2024-11-25T06:30:49.154Z,37.5496035738,127.0740210514,22.9697876083,0.1123809814,-,11.5625,1.4375,-56.7771606709
,2024-11-25T06:30:50.154Z,37.5496032805,127.0740206323,22.9697876083,0.0501098632,-,11.5625,1.4375,-56.7348938252
,2024-11-25T06:30:51.154Z,37.5496049987,127.0740238174,22.9697876083,0.1667633057,-,11.5625,1.4375,-56.7507324483
,2024-11-25T06:30:52.153Z,37.5496054598,127.0740253261,22.9697876083,0.1535797119,-,11.5625,1.4375,-56.7401733662
,2024-11-25T06:30:53.154Z,37.5496055855,127.0740256614,22.9697570907,0.0896606445,-,11.5625,1.5,-56.7983093526
,2024-11-25T06:30:54.154Z,37.5496054598,127.0740260805,22.9697570907,0.0571899414,-,11.5625,1.5,-56.8247375752
,2024-11-25T06:30:55.153Z,37.5496054598,127.0740264996,22.9697570907,0.0466156005,-,11.5,1.5,-56.7824402119
,2024-11-25T06:30:56.154Z,37.5496054598,127.0740252423,22.9697570907,0.0355987548,-,11.5,1.5,-56.7348938252
,2024-11-25T06:30:57.153Z,37.5496056693,127.0740265834,22.9697570907,0.0446472168,-,11.5,1.5,-56.6925964619
,2024-11-25T06:30:58.153Z,37.549605795,127.0740277569,22.9697570907,0.0742492675,-,11.4375,1.5625,-56.7454529072
,2024-11-25T06:30:59.153Z,37.549605795,127.0740287627,22.9697570907,0.0854339599,-,11.4375,1.5625,-56.8088684346
,2024-11-25T06:31:00.153Z,37.5496058788,127.0740293495,22.9697570907,0.0665283203,-,11.4375,1.5625,-56.7718811299
,2024-11-25T06:31:01.154Z,37.5496017717,127.0740346301,22.9697570907,0.3591156006,-,11.4375,1.5,-56.7296142842
,2024-11-25T06:31:02.153Z,37.5496006821,127.074036055,22.9697265731,0.2652587891,-,11.4375,1.5,-56.7983093526
,2024-11-25T06:31:03.154Z,37.5496005982,127.0740357197,22.9697265731,0.1221008301,-,11.4375,1.5,-56.6556091572
,2024-11-25T06:31:04.153Z,37.5496005982,127.0740344624,22.9697265731,0.0467224121,-,11.4375,1.5,-56.7983093526
,2024-11-25T06:31:05.154Z,37.5496005982,127.0740328699,22.9697265731,0.085281372,-,11.5,1.5,-56.7718811299
,2024-11-25T06:31:06.154Z,37.5495931803,127.0740305229,22.9697265731,0.4611663819,-,11.5625,1.5,-56.7454529072
,2024-11-25T06:31:07.153Z,37.5495909591,127.0740295171,22.9697265731,0.3588409424,-,11.5625,1.5,-56.7084656025
,2024-11-25T06:31:08.154Z,37.5495906657,127.0740286789,22.9697570907,0.2063598633,-,11.625,1.5,-56.6027832294
,2024-11-25T06:31:09.153Z,37.5495906657,127.0740267511,22.9697570907,0.1582641601,-,11.6875,1.5,-56.8141479756
,2024-11-25T06:31:10.153Z,37.5495908752,127.0740264996,22.9697570907,0.08303833,-,11.75,1.5,-56.8035888936
,2024-11-25T06:31:11.153Z,37.5495810684,127.074023063,22.9697570907,0.6075134278,-,11.8125,1.5,-56.8035888936
,2024-11-25T06:31:12.153Z,37.5495786796,127.0740243203,22.9697570907,0.2977752686,-,11.875,1.5,-56.8141479756
,2024-11-25T06:31:13.154Z,37.5495777995,127.0740262482,22.9697570907,0.2961578369,-,11.9375,1.5,-56.9938354757
,2024-11-25T06:31:14.153Z,37.5495774642,127.0740273378,22.9697570907,0.2164154053,-,11.9375,1.4375,-56.9885559347
,2024-11-25T06:31:15.153Z,37.5495776737,127.0740275893,22.9697570907,0.1088867187,-,11.9375,1.5,-57.1893615988
,2024-11-25T06:31:16.154Z,37.549594689,127.0740285951,22.9697570907,0.9596862795,-,11.875,1.4375,-56.7296142842
,2024-11-25T06:31:17.153Z,37.5495995924,127.0740294333,22.9697570907,0.7498321534,-,11.875,1.5,-56.9356994894
,2024-11-25T06:31:18.154Z,37.549600263,127.0740303553,22.9697570907,0.4030151368,-,11.75,1.5,-56.8934326436
,2024-11-25T06:31:19.153Z,37.5495997601,127.0740302715,22.9697570907,0.1602020264,-,11.6875,1.5,-56.9039917257
,2024-11-25T06:31:20.154Z,37.5495991733,127.0740284274,22.9697570907,0.0775909424,-,11.625,1.5,-56.7718811299
,2024-11-25T06:31:21.153Z,37.5495883607,127.074027254,22.9697570907,0.6076507569,-,11.5625,1.5,-56.8352966573
,2024-11-25T06:31:22.154Z,37.5495851755,127.0740260805,22.9697570907,0.4851837159,-,11.5625,1.4375,-56.95156863
,2024-11-25T06:31:23.153Z,37.5495846726,127.0740247394,22.9697570907,0.2750091553,-,11.5625,1.5,-56.8088684346
,2024-11-25T06:31:24.154Z,37.5495848822,127.074023985,22.9697570907,0.1402893066,-,11.5625,1.5625,-56.7401733662
,2024-11-25T06:31:25.153Z,37.549584966,127.0740217219,22.9697876083,0.1524810791,-,11.5625,1.5625,-56.9039917257
,2024-11-25T06:31:26.153Z,37.5496018974,127.0740177824,22.9697876083,0.9903869631,-,11.5625,1.4375,-56.7771606709
,2024-11-25T06:31:27.154Z,37.5496068847,127.0740159384,22.9697876083,0.7718963624,-,11.625,1.5,-56.8247375752
,2024-11-25T06:31:28.154Z,37.5496073876,127.0740160222,22.9697876083,0.4022216797,-,11.625,1.5,-56.6979065205
,2024-11-25T06:31:29.153Z,37.5496068847,127.0740163575,22.9697876083,0.1618041992,-,11.625,1.4375,-56.7137451435
,2024-11-25T06:31:30.154Z,37.5496062979,127.0740126695,22.9698181259,0.187789917,-,11.6875,1.5,-56.787719753
,2024-11-25T06:31:31.154Z,37.5496013945,127.0740057963,22.9698181259,0.4800567628,-,11.6875,1.5,-56.8194275166
,2024-11-25T06:31:32.154Z,37.5495999696,127.074003617,22.9698486435,0.3576965332,-,11.75,1.5,-56.8405761983
,2024-11-25T06:31:33.154Z,37.5495997601,127.0740034494,22.9698486435,0.1871948242,-,11.75,1.5,-56.7031860615
,2024-11-25T06:31:34.153Z,37.5495997601,127.0740034494,22.9698486435,0.0877075195,-,11.75,1.5,-56.7454529072
,2024-11-25T06:31:35.153Z,37.5495999696,127.0740032817,22.9698486435,0.0449066162,-,11.75,1.5625,-56.9304199483
,2024-11-25T06:31:36.153Z,37.5495777995,127.074010574,22.9698486435,1.3211517337,-,11.8125,1.5,-56.8035888936
,2024-11-25T06:31:37.153Z,37.5495709682,127.0740122504,22.9698486435,1.0391998293,-,11.9375,1.5,-56.7666015889
,2024-11-25T06:31:38.153Z,37.5495701719,127.0740128371,22.9698181259,0.5542449952,-,12.0,1.5,-57.2157898215
,2024-11-25T06:31:39.154Z,37.5495709682,127.07401334,22.9698181259,0.2333374023,-,12.0625,1.5,-56.7613220479
,2024-11-25T06:31:40.153Z,37.549571974,127.0740145973,22.9698181259,0.1116333008,-,12.0625,1.5625,-56.8564453389
,2024-11-25T06:31:41.153Z,37.5495740695,127.0740224763,22.9698181259,0.4172363282,-,12.25,1.5,-56.8088684346
,2024-11-25T06:31:42.154Z,37.5495749915,127.0740262482,22.9697876083,0.3825531006,-,12.3125,1.5,-56.867004421
,2024-11-25T06:31:43.153Z,37.5495753687,127.0740280922,22.9697876083,0.2721405029,-,12.375,1.4375,-56.8352966573
,2024-11-25T06:31:44.154Z,37.5495754944,127.0740288465,22.9697570907,0.1712799072,-,12.4375,1.5,-56.8141479756
,2024-11-25T06:31:45.153Z,37.5495756621,127.0740299362,22.9697570907,0.131942749,-,12.5625,1.5,-56.5975036884
,2024-11-25T06:31:46.153Z,37.5495852594,127.0740247394,22.9697570907,0.5884399415,-,12.5,1.4375,-56.6609192158
,2024-11-25T06:31:47.154Z,37.549588193,127.074023063,22.9697570907,0.463546753,-,12.375,1.5,-56.6344909931
,2024-11-25T06:31:48.153Z,37.5495883607,127.0740223925,22.9697876083,0.249206543,-,12.3125,1.5,-56.8141479756
,2024-11-25T06:31:49.153Z,37.5495880673,127.0740222248,22.9697876083,0.1064300537,-,12.1875,1.5,-56.7243042256
,2024-11-25T06:31:50.153Z,37.5495876901,127.0740214705,22.9697876083,0.070022583,-,12.1875,1.5,-56.8458557393
,2024-11-25T06:31:51.154Z,37.5495815713,127.0740195426,22.9697876083,0.3578948975,-,12.0625,1.4375,-56.7401733662
,2024-11-25T06:31:52.153Z,37.5495798949,127.0740194588,22.9697876083,0.2684783936,-,12.0625,1.4375,-56.7137451435
,2024-11-25T06:31:53.153Z,37.5495797692,127.0740206323,22.9697876083,0.129699707,-,12.0,1.4375,-56.7401733662
,2024-11-25T06:31:54.153Z,37.5495800626,127.0740211352,22.9697876083,0.0608520507,-,11.9375,1.4375,-56.7613220479
,2024-11-25T06:31:55.154Z,37.5495804817,127.0740232307,22.9697876083,0.1127471924,-,11.8125,1.5,-56.7771606709
,2024-11-25T06:31:56.154Z,37.549582661,127.074031864,22.9697570907,0.4661254883,-,11.9375,1.4375,-56.8405761983
,2024-11-25T06:31:57.154Z,37.5495836668,127.074036055,22.9697570907,0.424697876,-,12.0625,1.4375,-56.7507324483
,2024-11-25T06:31:58.153Z,37.5495838764,127.074037899,22.9697265731,0.2896270752,-,12.1875,1.5,-56.6979065205
,2024-11-25T06:31:59.153Z,37.5495838764,127.0740373961,22.9697265731,0.1165924072,-,12.375,1.5,-56.9092712667
,2024-11-25T06:32:00.154Z,37.5495839602,127.0740380666,22.9697265731,0.0916442871,-,12.375,1.5,-56.5076599384
,2024-11-25T06:32:01.154Z,37.5495942699,127.074030942,22.9697265731,0.660812378,-,12.375,1.5,-56.444244411
,2024-11-25T06:32:02.154Z,37.5495972874,127.074029098,22.9697265731,0.5100402833,-,12.25,1.5,-56.6080627705
,2024-11-25T06:32:03.154Z,37.5495975808,127.0740283436,22.9697570907,0.2784576416,-,12.1875,1.5,-56.9039917257
,2024-11-25T06:32:04.153Z,37.5495972874,127.074029098,22.9697570907,0.1043701172,-,12.125,1.5,-56.43896487
,2024-11-25T06:32:05.153Z,37.5495970778,127.07403002,22.9697570907,0.0441894531,-,11.9375,1.5,-56.6661987568
,2024-11-25T06:32:06.153Z,37.549589576,127.0740179501,22.9697570907,0.676223755,-,11.875,1.5,-56.8564453389
,2024-11-25T06:32:07.153Z,37.5495874806,127.0740152679,22.9697876083,0.4963531495,-,11.8125,1.5,-56.787719753
,2024-11-25T06:32:08.153Z,37.5495873967,127.0740159384,22.9697876083,0.2197875977,-,11.75,1.5,-56.6925964619
,2024-11-25T06:32:09.153Z,37.5495874806,127.0740159384,22.9697876083,0.0995483398,-,11.75,1.5,-56.7031860615
,2024-11-25T06:32:10.153Z,37.5495875644,127.0740154355,22.9698181259,0.0630187988,-,11.6875,1.5625,-56.6661987568
,2024-11-25T06:32:11.153Z,37.5496040767,127.0740201294,22.9697876083,0.9602813722,-,11.625,1.4375,-56.5869140888
,2024-11-25T06:32:12.154Z,37.5496085611,127.0740209676,22.9697876083,0.7226257325,-,11.625,1.4375,-56.6661987568
,2024-11-25T06:32:13.154Z,37.5496089802,127.074020297,22.9697876083,0.363647461,-,11.625,1.5,-56.7296142842
,2024-11-25T06:32:14.153Z,37.5496083934,127.0740185368,22.9697876083,0.1534881592,-,11.625,1.5,-56.6397705341
,2024-11-25T06:32:15.154Z,37.5496078905,127.0740170281,22.9697876083,0.107055664,-,11.625,1.5,-56.6397705341
,2024-11-25T06:32:16.153Z,37.5495989638,127.0740234821,22.9295349227,0.5577697755,-,11.625,1.4375,-56.6609192158
,2024-11-25T06:32:17.153Z,37.5495961977,127.0740222248,22.9054870712,0.4043426514,-,11.625,1.4375,-56.5287781024
,2024-11-25T06:32:18.154Z,37.5495956948,127.0740186206,22.8911132919,0.2595062256,-,11.6875,1.4375,-56.5604858661
,2024-11-25T06:32:19.154Z,37.5495958625,127.0740172795,22.8825378524,0.1617431641,-,11.6875,1.4375,-56.6397705341
,2024-11-25T06:32:20.154Z,37.549596072,127.0740169442,22.8774108993,0.0832519531,-,11.6875,1.4375,-56.6609192158
,2024-11-25T06:32:21.154Z,37.5495926773,127.0740179501,22.914611827,0.2095184326,-,11.75,1.4375,-56.7031860615
,2024-11-25T06:32:22.154Z,37.5495918811,127.0740203808,22.9367981063,0.1842803955,-,11.75,1.4375,-56.5604858661
,2024-11-25T06:32:23.153Z,37.5495920906,127.0740234821,22.9500732528,0.2051239014,-,11.75,1.4375,-56.5921936298
,2024-11-25T06:32:24.154Z,37.5495924678,127.0740262482,22.9580078231,0.2227020264,-,11.75,1.4375,-56.7296142842
,2024-11-25T06:32:25.153Z,37.5495926773,127.0740285951,22.9627380478,0.2155456543,-,11.6875,1.5,-56.6397705341
,2024-11-25T06:32:26.154Z,37.5495853851,127.0740291818,22.9252929794,0.4395141602,-,11.625,1.5,-56.6239013935
,2024-11-25T06:32:27.154Z,37.5495832896,127.0740292656,22.9029541122,0.3285675049,-,11.5625,1.5,-56.6925964619
,2024-11-25T06:32:28.154Z,37.5495830801,127.0740291818,22.889587413,0.1689147949,-,11.5625,1.5,-56.5869140888
